UnitID,Institution Name,Control of institution (HD2023),Full-time 12-month unduplicated headcount (DRVEF122023),Full-time undergraduate 12-month unduplicated headcount (DRVEF122023),Total 12-month unduplicated headcount (DRVEF122023),Graduation rate - Bachelor degree within 4 years  total (DRVGR2023),Graduation rate  total cohort (DRVGR2023),Instruction expenses per FTE  (GASB) (DRVF2023),Instruction expenses per FTE  (FASB) (DRVF2023),Instruction expenses per FTE (for-profit institutions) (DRVF2023),Full-time retention rate  2023 (EF2023D),Percent admitted - total (DRVADM2022),Admissions yield - total (DRVADM2022),Full-time 12-month unduplicated headcount (DRVEF122022),Full-time undergraduate 12-month unduplicated headcount (DRVEF122022),Total 12-month unduplicated headcount (DRVEF122022),Graduation rate - Bachelor degree within 4 years  total (DRVGR2022),Graduation rate  total cohort (DRVGR2022),Instruction expenses per FTE  (GASB) (DRVF2022),Instruction expenses per FTE  (FASB) (DRVF2022),Instruction expenses per FTE (for-profit institutions) (DRVF2022),Full-time retention rate  2022 (EF2022D),Percent admitted - total (DRVADM2021),Admissions yield - total (DRVADM2021),Graduation rate - Bachelor degree within 4 years  total (DRVGR2021),Graduation rate  total cohort (DRVGR2021),Instruction expenses per FTE  (GASB) (DRVF2021),Instruction expenses per FTE  (FASB) (DRVF2021),Instruction expenses per FTE (for-profit institutions) (DRVF2021),Full-time retention rate  2021 (EF2021D),Percent admitted - total (DRVADM2020),Admissions yield - total (DRVADM2020),Graduation rate - Bachelor degree within 4 years  total (DRVGR2020),Graduation rate  total cohort (DRVGR2020),Instruction expenses per FTE  (GASB) (DRVF2020),Instruction expenses per FTE  (FASB) (DRVF2020),Instruction expenses per FTE (for-profit institutions) (DRVF2020),Full-time retention rate  2020 (EF2020D),Percent admitted - total (DRVADM2019),Admissions yield - total (DRVADM2019),Graduation rate - Bachelor degree within 4 years  total (DRVGR2019),Graduation rate  total cohort (DRVGR2019),Instruction expenses per FTE  (GASB) (DRVF2019),Instruction expenses per FTE  (FASB) (DRVF2019),Instruction expenses per FTE (for-profit institutions) (DRVF2019),Full-time retention rate  2019 (EF2019D),Percent admitted - total (DRVADM2018),Admissions yield - total (DRVADM2018),Graduation rate - Bachelor degree within 4 years  total (DRVGR2018),Graduation rate  total cohort (DRVGR2018),Instruction expenses per FTE  (GASB) (DRVF2018),Instruction expenses per FTE  (FASB) (DRVF2018),Instruction expenses per FTE (for-profit institutions) (DRVF2018),Full-time retention rate  2018 (EF2018D),Percent admitted - total (DRVADM2017),Admissions yield - total (DRVADM2017),Graduation rate - Bachelor degree within 4 years  total (DRVGR2017),Graduation rate  total cohort (DRVGR2017),Instruction expenses per FTE  (GASB) (DRVF2017),Instruction expenses per FTE  (FASB) (DRVF2017),Instruction expenses per FTE (for-profit institutions) (DRVF2017),Full-time retention rate  2017 (EF2017D),Percent admitted - total (DRVADM2016),Admissions yield - total (DRVADM2016),Graduation rate - Bachelor degree within 4 years  total (DRVGR2016),Graduation rate  total cohort (DRVGR2016),Instruction expenses per FTE  (GASB) (DRVF2016),Instruction expenses per FTE  (FASB) (DRVF2016),Instruction expenses per FTE (for-profit institutions) (DRVF2016),Full-time retention rate  2016 (EF2016D),Percent admitted - total (DRVADM2015),Admissions yield - total (DRVADM2015),Graduation rate - Bachelor degree within 4 years  total (DRVGR2015),Graduation rate  total cohort (DRVGR2015),Instruction expenses per FTE  (GASB) (DRVF2015),Instruction expenses per FTE  (FASB) (DRVF2015),Instruction expenses per FTE (for-profit institutions) (DRVF2015),Full-time retention rate  2015 (EF2015D),Percent admitted - total (DRVADM2014),Admissions yield - total (DRVADM2014),Graduation rate - Bachelor degree within 4 years  total (DRVGR2014),Graduation rate  total cohort (DRVGR2014),Instruction expenses per FTE  (GASB) (DRVF2014),Instruction expenses per FTE  (FASB) (DRVF2014),Instruction expenses per FTE (for-profit institutions) (DRVF2014),Full-time retention rate  2014 (EF2014D),Percent admitted - total (DRVIC2013),Admissions yield - total (DRVIC2013),State abbreviation (HD2022),Full-time undergraduate 12-month unduplicated headcount (DRVEF122021),Total 12-month unduplicated headcount (DRVEF122021),Full-time undergraduate 12-month unduplicated headcount (DRVEF122020),Total 12-month unduplicated headcount (DRVEF122020),12-month unduplicated headcount  total: 2018-19 (DRVEF122019),12-month unduplicated headcount  total: 2017-18 (DRVEF122018),12-month unduplicated headcount  total: 2016-17 (DRVEF122017),12-month unduplicated headcount  total: 2015-16 (DRVEF122016),12-month unduplicated headcount  total: 2014-15 (DRVEF122015),12-month unduplicated headcount  total: 2013-14 (DRVEF122014),Carnegie Classification 2025: Institutional Classification (HD2024),Carnegie Classification 2025: Research Activity Designation (HD2024),Carnegie Classification 2025: Institutional Size (HD2024)
154059,North Iowa Area Community College,1,1172,1172,3261,,55,12681,,,73,,,1303,1303,3210,,55,11452,,,72,,,,55,9617,,,69,,,,52,8998,,,70,,,,47,8579,,,66,,,,46,9353,,,63,,,,47,9741,,,53,,,,43,8709,,,64,,,,41,7402,,,66,,,,41,7384,,,67,,,IA,1532,3499,1433,3708,3866,3871,3980,3907,4011,4014,3,,2
147679,North Park University,2,2152,1868,3109,42,56,,7652,,69,68,15,2500,1826,3044,41,55,,6728,,71,67,17,42,61,,7989,,70,44,17,42,59,,9108,,75,48,18,44,62,,8813,,75,47,20,41,60,,8783,,75,54,15,40,59,,8391,,71,94,21,39,53,,8046,,78,49,19,34,52,,7667,,75,55,28,34,53,,6923,,79,52,18,IL,1745,3127,1762,3304,3280,3314,3474,3940,4017,3989,20,,2
239460,Northcentral Technical College,1,1329,1329,8631,,49,14136,,,74,,,1344,1344,9169,,32,11248,,,63,,,,28,11148,,,63,,,,36,11479,,,61,,,,30,12215,,,61,,,,31,11243,,,63,,,,33,11583,,,60,,,,33,10529,,,59,,,,35,10076,,,59,,,,26,9615,,,64,,,WI,1439,8934,1437,9351,9359,9119,8584,8812,8543,8308,11,,3
181491,Northeast Community College,1,2080,2080,6610,,56,9338,,,71,,,1860,1860,6636,,51,8877,,,73,,,,52,8205,,,71,,,,53,7884,,,68,,,,51,8120,,,68,,,,48,7345,,,67,,,,55,7283,,,68,,,,53,6992,,,70,,,,48,6376,,,75,,,,46,5756,,,69,,,NE,1906,6421,2063,6439,6294,6541,6605,6722,6752,6909,11,,3
154110,Northeast Iowa Community College,1,1070,1070,5480,,48,13964,,,56,,,1080,1080,5344,,49,14025,,,53,,,,47,11233,,,62,,,,47,11141,,,67,,,,45,11315,,,63,,,,46,10623,,,61,,,,44,10192,,,64,,,,39,10773,,,63,,,,39,10674,,,63,,,,34,9459,,,58,,,IA,1065,5411,1162,5394,5972,6046,6159,6606,6864,7153,11,,3
204477,Northeast Ohio Medical University,1,977,0,999,,,25468,,,,,,1008,0,1025,,,24332,,,,,,,,21028,,,,,,,,25890,,,,,,,,22742,,,,,,,,18302,,,,,,,,22380,,,,,,,,26954,,,,,,,,27431,,,,,,,,25737,,,,,,OH,0,991,0,959,942,930,961,922,897,832,27,3,2
239488,Northeast Wisconsin Technical College,1,2960,2960,15271,,46,15776,,,77,,,2589,2589,15078,,50,15209,,,79,,,,54,14344,,,72,,,,43,13320,,,60,,,,43,15036,,,63,,,,43,15816,,,58,,,,43,14954,,,54,,,,41,13884,,,57,,,,42,12912,,,54,,,,42,12628,,,55,,,WI,2927,14080,2963,14675,14768,15369,12360,12804,13654,14185,11,,3
147776,Northeastern Illinois University,1,3451,2862,7373,4,17,16588,,,61,63,18,3663,2970,7862,3,19,19837,,,63,62,16,5,21,19598,,,61,61,13,5,23,16855,,,67,58,16,4,21,14945,,,59,56,14,3,21,17330,,,49,69,18,4,23,16114,,,46,71,18,4,24,14505,,,57,67,25,5,22,13926,,,61,58,26,5,22,12341,,,60,60,25,IL,3424,8778,3696,9191,9993,11220,11873,12140,12604,13342,9,,3
147697,Northern Baptist Theological Seminary,2,230,0,376,,,,7596,,,,,248,0,336,,,,8122,,,,,,,,6510,,,,,,,,11359,,,,,,,,13709,,,,,,,,13346,,,,,,,,12003,,,,,,,,13711,,,,,,,,9940,,,,,,,,11617,,,,,IL,0,325,0,287,273,235,223,205,210,221,31,,1
418223,Northern Career Institute,1,190,190,190,,86,11762,,,77,,,153,153,153,,83,8056,,,80,,,,71,9358,,,88,,,,93,11253,,,93,,,,91,7994,,,88,,,,94,12762,,,76,,,,97,10731,,,79,,,,96,8345,,,86,,,,95,7755,,,90,,,,92,7641,,,96,,,OH,158,158,142,142,148,165,113,126,105,71,,,
147703,Northern Illinois University,1,12108,10028,17541,33,50,13260,,,70,71,13,12989,10710,18324,33,53,15735,,,65,70,14,31,51,16652,,,67,59,21,27,48,14697,,,78,48,25,25,49,13492,,,72,54,24,24,46,15246,,,73,53,24,21,45,14104,,,73,52,23,23,47,7105,,,73,50,26,25,50,13294,,,72,51,25,25,50,12837,,,71,56,18,IL,11151,18759,11256,18937,19437,20443,21615,22903,23486,24215,7,2,3
204431,Northern Institute of Cosmetology,3,69,69,69,,50,,,4150,57,,,74,74,74,,54,,,5642,71,,,,64,,,5580,28,,,,58,,,5240,41,,,,56,,,1962,50,,,,50,,,2424,57,,,,55,,,2540,71,,,,55,,,2931,64,,,,67,,,2110,67,,,,57,,,2512,62,,,OH,78,78,64,64,43,29,28,30,38,35,,,
171456,Northern Michigan University,1,6101,5883,7760,33,51,9582,,,76,71,32,6352,6111,8042,36,53,7861,,,73,71,32,32,49,7703,,,72,67,33,28,47,8012,,,76,66,32,29,48,8220,,,75,66,32,26,47,7719,,,75,74,33,25,49,7237,,,78,76,33,22,46,6674,,,75,70,35,22,48,7181,,,74,72,32,22,48,7460,,,73,73,34,MI,6015,8365,6634,10080,9092,9073,9235,9809,10222,10477,14,,3
219259,Northern State University,1,1199,1126,5311,32,52,11178,,,75,78,29,1301,1234,5057,40,51,10506,,,74,80,34,37,48,9854,,,68,79,42,29,45,9979,,,76,84,29,31,48,9613,,,73,88,36,27,48,8466,,,75,88,37,26,45,8721,,,77,81,39,25,46,6631,,,74,72,33,23,44,6868,,,67,83,32,20,44,6889,,,68,93,38,SD,1183,4726,1354,4804,4770,5138,4895,5137,5084,3932,14,,3
239512,Northland College,2,511,511,536,37,43,,10727,,71,68,14,527,527,554,47,54,,10946,,74,58,15,53,58,,9706,,73,64,14,50,56,,9262,,66,67,17,47,54,,9342,,73,51,11,51,54,,10831,,64,61,19,55,64,,11848,,73,54,23,45,50,,11194,,77,57,26,54,58,,9618,,70,63,23,41,46,,9723,,66,59,22,WI,559,594,601,650,617,685,626,597,620,599,22,,2
174473,Northland Community and Technical College,1,915,915,3275,,48,10759,,,62,,,1021,1021,3618,,40,10157,,,66,,,,43,9035,,,65,,,,43,7833,,,57,,,,40,8046,,,56,,,,42,7954,,,60,,,,47,7483,,,53,,,,38,7044,,,56,,,,37,6887,,,60,,,,35,7281,,,56,,,MN,1184,3905,1376,4287,4668,4583,4892,4936,4875,5215,12,,2
443030,NorthShore University HealthSystem School of Nurse Anesthesia,2,99,0,99,,,,24519,,,,,,,,,,,,,,,,,,,8893,,,,,,,,10375,,,,,,,,10899,,,,,,,,10812,,,,,,,,10989,,,,,,,,9549,,,,,,,,9331,,,,,,,,8851,,,,,IL,0,95,0,91,85,82,75,79,79,78,,,
154129,Northwest Iowa Community College,1,599,599,2674,,55,6429,,,70,,,592,592,2613,,64,6102,,,69,,,,62,6481,,,67,,,,61,6227,,,78,,,,69,6058,,,73,,,,65,6045,,,69,,,,65,6399,,,78,,,,57,5972,,,76,,,,56,6006,,,75,,,,54,5820,,,69,,,IA,631,2613,640,2753,2796,2646,2756,2700,2605,2578,12,,2
155618,Northwest Kansas Technical College,1,387,387,694,,77,4556,,,77,,,402,402,760,,58,4679,,,80,,,,52,6658,,,84,,,,57,5413,,,59,,,,56,6034,,,57,,,,50,5751,,,64,,,,65,5622,,,66,,,,47,4863,,,57,,,,58,5230,,,66,,,,61,5103,,,60,,,KS,398,750,465,805,908,1046,905,870,863,762,21,,2
178624,Northwest Missouri State University,1,6732,4660,10926,43,58,7349,,,74,86,19,6543,4746,9761,40,54,7451,,,80,86,16,34,52,7489,,,76,80,19,35,54,7318,,,76,73,21,33,52,7357,,,76,79,28,27,49,8447,,,78,74,32,26,50,9421,,,73,74,35,27,50,8259,,,71,75,40,26,49,8158,,,71,77,38,25,50,7972,,,71,72,31,MO,5080,8872,5262,8383,8027,7402,7556,7898,8008,7765,19,,3
204440,Northwest State Community College,1,624,624,6503,,47,8232,,,67,,,724,724,5747,,45,8422,,,75,,,,39,8617,,,83,,,,35,8685,,,72,,,,30,8029,,,76,,,,25,6246,,,68,,,,27,8247,,,71,,,,29,7760,,,63,,,,27,6875,,,57,,,,18,6013,,,69,,,OH,612,5435,618,5844,6047,5591,6066,6734,6650,7026,11,,3
173115,Northwest Technical College,1,291,291,1297,,50,10087,,,53,,,273,273,1377,,36,9281,,,56,,,,45,9545,,,58,,,,36,8328,,,43,,,,31,8084,,,64,,,,42,7486,,,60,,,,46,8327,,,54,,,,39,8545,,,48,,,,30,8594,,,58,,,,36,8253,,,55,,,MN,258,1477,351,1751,1890,1739,1924,2011,1964,2246,28,,2
154101,Northwestern College,2,1249,1057,2135,57,64,,8280,,80,87,30,1188,1006,2064,54,63,,8063,,78,83,28,66,71,,8376,,83,74,33,64,69,,8668,,79,70,32,62,68,,9132,,76,71,29,60,69,,8775,,75,68,21,57,68,,8290,,77,66,20,56,64,,9044,,82,72,29,57,67,,8297,,82,78,32,54,63,,8356,,77,76,31,IA,1002,1944,1007,1851,1585,1472,1401,1340,1350,1319,20,,2
260992,Northwestern College,3,371,371,1035,,34,,,4893,,,,262,262,1036,,38,,,5427,,,,,13,,,6218,,81,56,,67,,,5964,,100,79,,13,,,4459,70,,,,31,,,6288,,94,67,,20,,,2892,37,78,54,,32,,,2909,23,82,74,,44,,,3598,49,89,54,,37,,,3694,42,93,45,IL,294,904,324,850,1046,1071,1086,1327,1223,1210,28,,2
174507,Northwestern Health Sciences University,2,830,159,1235,,100,,13275,,,,,953,207,1390,,0,,11522,,,,,,100,,11162,,,,,,67,,10793,,,,,50,44,,8566,,,,,,43,,7821,,,,,,67,,7882,,,,,,56,,8009,,,,,,25,,7650,,,,,0,0,,7707,,50,,,MN,223,1443,199,1277,1173,1126,1113,1093,1064,1066,29,,2
171483,Northwestern Michigan College,1,1181,1181,3629,63,25,12438,,,81,,,1311,1311,3928,53,24,9969,,,92,,,75,23,10791,,,83,,,25,23,9576,,,84,,,,24,9850,,,71,,,,23,9225,,,93,,,,20,9444,,,76,,,,15,8980,,,94,,,,18,7983,,,83,,,,19,7402,,,,,,MI,1421,4152,1467,4546,3774,4271,4530,4713,5059,5391,3,,2
168573,Northwestern Technological Institute,3,1128,1128,1128,,75,,,3719,,,,1272,1272,1272,,75,,,2764,,,,,66,,,2756,,,,,66,,,2247,,,,,63,,,2248,,,,,61,,,2296,,,,,58,,,2936,,,,,61,,,2845,,,,,61,,,2535,,,,,66,,,2494,,,,MI,1307,1307,1289,1289,1310,1085,817,673,660,716,,,
147767,Northwestern University,2,21206,8890,26993,88,96,,45401,,97,7,55,21081,8652,26862,87,97,,41413,,98,7,63,86,95,,37609,,99,9,52,85,95,,39868,,97,9,55,84,94,,41227,,98,8,56,84,95,,40111,,97,9,55,84,94,,44763,,98,11,53,84,94,,42218,,98,13,48,82,93,,39808,,97,13,46,85,93,,37339,,97,15,41,IL,8404,26624,8577,25870,25614,25464,25233,25359,25327,25325,6,1,4
240198,Northwood Technical College,1,992,992,5109,,51,21473,,,74,,,1052,1052,5304,,60,19799,,,77,,,,58,17414,,,67,,,,63,15921,,,72,,,,46,18239,,,62,,,,55,18064,,,72,,,,54,17292,,,65,,,,55,17586,,,65,,,,59,15909,,,66,,,,51,13486,,,69,,,WI,1053,5118,1268,5668,4298,4298,4305,4146,5278,5914,11,,3
171492,Northwood University,2,1435,1302,2911,51,61,,7175,,79,80,23,1477,1361,3035,51,63,,7186,,81,83,31,47,62,,6751,,85,77,33,43,58,,6405,,79,79,34,44,54,,7396,,80,68,27,41,49,,6967,,79,69,23,35,55,,6264,,73,67,38,42,57,,6019,,77,69,23,42,57,,8284,,78,69,36,40,56,,5582,,78,65,32,MI,1508,3123,1505,3582,4080,4009,4451,4669,3856,3866,24,,2
204468,Notre Dame College,2,1064,1040,1787,33,37,,,,69,79,9,1073,1073,1816,29,42,,5298,,62,82,11,20,39,,4694,,61,87,16,26,43,,4591,,67,98,17,22,37,,4123,,60,90,14,30,42,,5116,,60,89,17,25,37,,5420,,67,90,14,26,35,,5402,,62,91,17,19,39,,4944,,64,89,17,13,36,,4643,,62,90,15,OH,1169,1879,1213,1892,1980,2202,2296,2219,2793,2760,15,,2
459426,Nova Academy of Cosmetology,3,278,278,278,,81,,,4866,85,,,253,253,253,,59,,,4869,86,,,,77,,,5387,83,,,,73,,,4656,80,,,,61,,,5185,88,,,,68,,,5362,62,,,,71,,,5608,67,,,,68,,,8763,75,,,,94,,,6556,90,,,,94,,,4812,84,,,MN,239,239,178,178,191,166,135,102,113,131,,,
174190,Nova Academy of Cosmetology Woodbury,3,227,227,227,,81,,,8113,80,,,181,181,276,,66,,,10340,81,,,,65,,,6378,70,,,,69,,,6676,77,,,,58,,,3558,91,,,,45,,,4015,80,,,,68,,,3657,58,,,,70,,,3824,71,,,,57,,,3106,76,,,,55,,,3525,76,,,MN,185,274,147,225,257,192,226,193,209,204,,,
200086,Nueta Hidatsa Sahnish College,1,130,130,219,100,17,10807,,,,,,145,145,235,0,6,10759,,,,,,0,11,6910,,,,,,,0,5085,,,,,,,3,7128,,,,,,,0,6079,,,,,,0,10,4430,,,0,,,,4,15310,,,,,,,6,17391,,,,,,,38,8928,,,100,,,ND,159,205,150,311,252,331,381,342,295,393,4,,1
447980,Nuvo College of Cosmetology,3,67,67,67,,23,,,7681,70,,,52,52,122,,42,,,3680,60,,,,50,,,8433,60,,,,60,,,3557,76,,,,67,,,3065,74,,,,85,,,3358,68,,,,85,,,2948,74,,,,73,,,2856,87,,,,70,,,2102,77,,,,77,,,1484,83,,,MI,26,51,64,87,114,114,140,124,142,127,,,
174525,Oak Hills Christian College,2,90,90,124,12,31,,6665,,37,,,78,78,107,36,53,,7260,,36,,,0,28,,7449,,33,63,33,13,32,,7043,,57,100,50,28,32,,6280,,38,37,90,29,38,,5134,,24,27,100,33,67,,4527,,62,16,100,11,43,,4930,,50,29,79,29,43,,4335,,57,67,79,0,21,,8270,,71,59,73,MN,88,110,84,106,116,129,134,122,162,151,31,,1
152099,Oakland City University,2,756,692,936,55,70,,7839,,68,56,26,755,645,1041,40,53,,2536,,71,73,25,34,63,,5667,,75,63,19,16,57,,5034,,85,55,26,37,52,,3855,,67,50,28,42,57,,4064,,65,71,24,42,53,,9280,,76,33,42,34,34,,8768,,62,55,18,32,63,,6542,,71,55,25,35,60,,6119,,70,73,23,IN,677,1680,667,1754,1885,1877,2350,2151,2919,3392,8,,2
171535,Oakland Community College,1,5475,5475,21975,,19,6866,,,53,,,4940,4940,22047,,17,6785,,,60,,,,15,5378,,,54,,,,15,5381,,,66,,,,13,4920,,,69,,,,12,5822,,,60,,,,11,5991,,,56,,,,10,5622,,,56,,,,9,5110,,,49,,,,8,4613,,,48,,,MI,6325,23708,5462,23813,25217,27113,29644,32936,37191,41325,11,,4
171571,Oakland University,1,13085,10997,18762,34,57,10589,,,75,90,21,13696,11626,19831,33,58,10410,,,75,92,21,31,56,9383,,,73,81,23,31,56,8620,,,79,83,26,30,57,8517,,,76,84,26,26,55,8261,,,76,84,28,19,46,7908,,,77,86,28,19,47,7954,,,75,80,33,16,44,8076,,,76,67,30,16,46,7654,,,78,66,32,MI,12745,21329,12233,22230,22351,22694,23532,23856,23606,23467,17,2,3
147800,Oakton College,1,2301,2301,16018,,31,9850,,,72,,,2452,2452,13820,,28,13398,,,76,,,,29,13008,,,70,,,,28,12137,,,74,,,,22,11582,,,76,,,,20,11290,,,77,,,,22,10637,,,74,,,,18,9470,,,74,,,,17,7977,,,73,,,,17,6933,,,75,,,IL,2687,14960,2792,17064,17553,18251,18527,20091,20425,22619,2,,3
204501,Oberlin College,2,3100,3093,4026,63,79,,25667,,89,35,23,3017,3002,3046,72,83,,24041,,87,34,24,72,82,,25911,,91,35,21,77,86,,25740,,83,36,28,76,86,,27684,,91,36,30,75,86,,29472,,89,34,28,75,86,,30625,,91,28,32,71,85,,30431,,89,29,35,76,88,,28867,,92,33,34,76,88,,28894,,94,30,35,OH,2741,2864,2918,3057,2939,2975,3051,3061,3094,3026,22,,2
147819,Oehrlein School of Cosmetology,3,65,65,65,,85,,,6566,100,,,65,65,65,,88,,,5086,100,,,,85,,,2909,100,,,,68,,,5381,100,,,,73,,,2915,93,,,,73,,,4861,80,,,,68,,,5442,90,,,,78,,,5779,78,,,,68,,,7352,88,,,,52,,,4079,84,,,IL,66,66,59,59,66,73,76,78,81,85,,,
219277,Oglala Lakota College,1,593,593,1546,0,11,7430,,,54,,,734,734,1733,0,6,6875,,,67,,,0,9,5026,,,60,,,0,6,7856,,,63,,,1,4,7897,,,56,,,0,11,7314,,,63,,,0,7,7486,,,70,,,6,12,7667,,,58,,,1,12,8948,,,57,,,2,13,7740,,,50,,,SD,757,1626,890,1755,1818,1820,1808,1900,1996,2312,13,,2
497161,Ohio Business College-Dayton-Driving Academy,3,307,307,371,,84,,,10003,84,,,261,261,307,,67,,,9956,92,,,,93,,,13432,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH,260,260,,,,,,,,,,,
203739,Ohio Business College-Sandusky,3,77,77,85,,50,,,10457,20,,,113,113,147,,63,,,4980,38,,,,77,,,4327,50,,,,80,,,2489,59,,,,65,,,2057,77,,,,50,,,2488,73,,,,46,,,2064,64,,,,17,,,3009,50,,,,41,,,2486,54,,,,29,,,2687,25,,,OH,159,189,193,242,315,386,427,457,472,472,24,,1
203720,Ohio Business College-Sheffield,3,295,295,322,,71,,,4816,69,,,334,334,372,,73,,,7034,73,,,,54,,,3851,76,,,,56,,,3223,73,,,,64,,,3056,56,,,,54,,,5224,61,,,,48,,,3865,67,,,,63,,,2581,60,,,,55,,,2393,66,,,,46,,,2116,71,,,OH,409,445,298,395,392,409,520,651,698,756,24,,1
201964,Ohio Christian University,2,904,749,1893,45,36,,5319,,50,,,1115,943,2153,42,32,,7058,,61,,,34,29,,6653,,65,,,41,34,,6465,,63,,,35,32,,5081,,61,,,29,25,,3943,,70,,,29,29,,4066,,65,,,27,34,,4457,,62,,,18,33,,4527,,67,65,63,21,32,,4315,,64,97,51,OH,1135,2512,1891,3332,4498,5474,6203,5621,5490,4790,15,,2
204617,Ohio Dominican University,2,1010,815,1567,40,48,,8129,,60,52,18,878,715,1609,42,51,,7654,,58,54,15,49,56,,6901,,58,49,20,47,53,,7511,,62,84,25,39,47,,6235,,61,75,22,40,50,,5952,,65,77,26,38,47,,5607,,62,52,22,29,37,,5774,,67,81,22,36,45,,5208,,72,47,21,32,43,,5335,,70,49,18,OH,926,1715,901,1947,2256,2268,2952,3142,3376,3149,20,,2
483647,Ohio Institute of Allied Health,2,70,70,70,,,,23575,,100,,,160,160,160,,93,,11431,,78,,,,71,,6249,,80,,,,50,,16642,,71,,,,59,,15741,,57,,,,59,,23205,,60,,,,79,,27079,,82,,,,,,19910,,71,,,,82,,18143,,72,,,,,,24175,,75,,,OH,149,149,117,117,65,79,80,61,61,46,28,,1
418269,Ohio Media School-Cincinnati,3,289,289,289,,60,,,1376,72,,,300,300,300,,62,,,1646,73,,,,72,,,1244,83,,,,62,,,1618,73,100,78,,70,,,916,,,,,69,,,846,,57,35,,65,,,1295,94,,,,74,,,983,85,,,,71,,,1149,87,,,,69,,,1822,100,,,OH,292,292,312,312,274,194,153,166,128,96,,,
453756,Ohio Media School-Columbus,3,239,239,239,,62,,,2446,64,,,321,321,321,,68,,,1484,66,,,,76,,,1511,76,,,,60,,,1769,83,100,79,,68,,,1340,,,,,70,,,1371,,92,67,,82,,,1943,85,,,,49,,,2214,97,,,,47,,,1531,88,,,,79,,,3289,48,,,OH,275,275,292,292,237,227,261,173,175,161,,,
410797,Ohio Media School-Valley View,3,327,327,327,,68,,,1556,64,,,321,321,321,,72,,,1572,63,,,,67,,,1426,69,,,,66,,,2241,69,100,80,,83,,,1625,,,,,53,,,516,,70,66,,56,,,987,66,,,,58,,,837,79,,,,61,,,1069,73,,,,72,,,1962,67,,,OH,321,321,312,312,270,373,314,313,198,234,,,
453792,Ohio Medical Career College,3,230,230,230,,78,,,2411,78,,,214,214,214,,84,,,3108,83,,,,79,,,3569,74,,,,82,,,3210,78,,,,77,,,4672,79,,,,74,,,5131,91,,,,87,,,2802,81,,,,,,,2221,89,,,,85,,,4805,88,,,,71,,,,,,,OH,170,170,143,143,115,114,276,280,738,739,28,,1
204635,Ohio Northern University,2,2844,2402,3062,59,74,,14754,,88,54,18,2866,2176,3153,55,72,,13792,,80,69,21,59,76,,13913,,86,65,21,59,76,,12810,,84,70,22,59,77,,12969,,85,68,23,55,72,,13259,,85,66,23,55,76,,13335,,82,64,24,60,78,,13016,,86,69,27,50,69,,11808,,86,69,27,51,69,,12519,,88,68,27,OH,2062,2866,2127,2996,3070,3149,3173,3288,3791,3678,8,,2
204714,Ohio State Beauty Academy,3,120,120,120,,60,,,6492,64,,,127,127,127,,50,,,5359,86,,,,38,,,6486,42,,,,64,,,9592,81,,,,50,,,7471,65,,,,59,,,4499,74,,,,60,,,3992,76,,,,48,,,3547,53,,,,53,,,3652,65,,,,57,,,2713,58,,,OH,115,115,106,106,111,154,182,182,195,243,,,
204723,Ohio State College of Barber Styling,3,384,384,384,,69,,,2508,83,,,405,405,405,,80,,,2369,71,,,,88,,,1683,77,,,,76,,,1004,78,,,,81,,,1554,71,,,,73,,,1623,71,,,,70,,,1637,84,,,,84,,,2338,84,,,,77,,,2067,87,,,,88,,,2392,84,,,OH,346,346,346,346,286,249,239,231,233,260,,,
204778,Ohio State School of Cosmetology-Canal Winchester,3,82,82,82,,57,,,4718,80,,,124,124,124,,59,,,3152,76,,,,62,,,2695,86,,,,56,,,2758,74,,,,38,,,3585,75,,,,41,,,3953,78,,,,49,,,3807,70,,,,43,,,2475,69,,,,52,,,2507,75,,,,62,,,2115,70,,,OH,138,138,119,119,134,137,167,191,218,230,,,
405012,Ohio State School of Cosmetology-Heath,3,115,115,115,,72,,,3361,91,,,107,107,107,,48,,,4459,81,,,,71,,,5427,71,,,,57,,,6416,78,,,,67,,,3082,79,,,,58,,,3650,77,,,,43,,,6086,79,,,,57,,,4325,72,,,,61,,,3071,71,,,,68,,,1704,83,,,OH,110,110,103,103,97,90,124,181,256,279,,,
204662,Ohio State University Agricultural Technical Institute,1,411,411,475,,41,15785,,,62,,,443,443,533,,50,13864,,,51,,,,46,12322,,,62,,,,42,11224,,,68,,,,53,9426,,,61,,,,41,8301,,,70,,,,41,8149,,,73,,,,33,9703,,,70,,,,27,10620,,,70,,,,32,10667,,,68,,,OH,501,588,547,628,720,764,786,827,761,712,12,,2
204671,Ohio State University-Lima Campus,1,710,710,983,8,18,12494,,,43,,,783,782,1149,10,21,9973,,,44,,,11,24,8670,,,42,,,6,18,10599,,,43,,,7,14,8791,,,46,,,19,39,8460,,,69,,,18,38,8593,,,65,,,10,28,8774,,,67,,,13,33,8146,,,67,,,21,33,8888,,,64,,,OH,857,1245,890,1204,1161,1196,1267,1279,1276,1265,4,,2
